true,pred,prob
0,0,"[0.5913403630256653, 0.001904390286654234, 0.4067552387714386]"
0,0,"[0.9993727803230286, 0.0006268931902013719, 3.095223917171097e-07]"
0,0,"[0.9994853734970093, 0.0004407442465890199, 7.387728692265227e-05]"
0,0,"[0.9641879796981812, 0.03575202450156212, 6.0014353948645294e-05]"
2,2,"[0.08713394403457642, 0.00020208187925163656, 0.912663996219635]"
1,1,"[8.841887506605417e-07, 0.9999985694885254, 5.48610614714562e-07]"
0,0,"[0.988493025302887, 0.011309413239359856, 0.00019745428289752454]"
0,0,"[0.9954540729522705, 0.004543876275420189, 1.9675956082210178e-06]"
1,1,"[7.320826722612139e-10, 1.0, 6.332522062280077e-09]"
1,1,"[0.16345010697841644, 0.8353920578956604, 0.001157785183750093]"
0,0,"[0.6775968074798584, 0.0005553762894123793, 0.32184773683547974]"
0,0,"[0.9893445372581482, 0.0012590872356668115, 0.009396329522132874]"
1,1,"[2.2434564073137153e-07, 0.9999997615814209, 7.212455632732429e-10]"
1,1,"[0.0013846262590959668, 0.9986152648925781, 6.197174684530182e-08]"
2,0,"[0.5421162247657776, 0.18071815371513367, 0.27716559171676636]"
2,2,"[0.04152883589267731, 0.00353127159178257, 0.9549399614334106]"
0,0,"[0.9924547672271729, 0.0031740444246679544, 0.004371144343167543]"
2,0,"[0.8692334890365601, 0.0004957874189130962, 0.13027071952819824]"
1,1,"[6.495330051592418e-09, 1.0, 3.425575911819578e-08]"
0,0,"[0.9224408864974976, 0.01846262440085411, 0.05909643694758415]"
2,2,"[0.12772509455680847, 0.0005834756884723902, 0.8716914057731628]"
1,2,"[0.001359594170935452, 0.03853946179151535, 0.9601008892059326]"
0,0,"[0.9998663663864136, 0.00013313857198227197, 4.505099866491946e-07]"
2,2,"[0.0023060489911586046, 0.030607981607317924, 0.9670859575271606]"
1,1,"[1.4283049187824304e-09, 1.0, 2.7336424790469493e-10]"
0,2,"[0.1798979938030243, 8.007182623259723e-05, 0.82002192735672]"
0,0,"[0.9995672106742859, 0.0004266583127900958, 6.098880930949235e-06]"
0,0,"[0.9892104864120483, 0.004237604793161154, 0.006551873870193958]"
0,0,"[0.9186638593673706, 0.08076421916484833, 0.0005719684413634241]"
2,2,"[0.04240326210856438, 0.09709881246089935, 0.8604979515075684]"
1,1,"[3.5896609915653244e-05, 0.9999641180038452, 5.708086447953065e-09]"
2,2,"[0.001218459103256464, 0.018547121435403824, 0.9802344441413879]"
2,2,"[0.00019992166198790073, 0.01875746063888073, 0.9810426235198975]"
0,0,"[0.8576759099960327, 0.00043028194340877235, 0.14189383387565613]"
0,0,"[0.8506985306739807, 0.0027606640942394733, 0.14654086530208588]"
1,1,"[2.024623881879961e-06, 0.9999979734420776, 1.260171134109811e-10]"
1,1,"[6.27560297061791e-08, 0.9999998807907104, 1.206478295046054e-08]"
1,1,"[2.2113222364339435e-10, 0.999997615814209, 2.3816883185645565e-06]"
0,0,"[0.8290849924087524, 0.05617222562432289, 0.11474275588989258]"
1,1,"[0.0010222186101600528, 0.9989757537841797, 2.019154408117174e-06]"
2,2,"[0.21838298439979553, 0.009178624488413334, 0.7724383473396301]"
0,0,"[0.979989230632782, 0.002456704154610634, 0.017554117366671562]"
0,0,"[0.9903740882873535, 0.0013582907849922776, 0.008267607539892197]"
0,0,"[0.9879451990127563, 0.008594101294875145, 0.003460774663835764]"
0,0,"[0.9819003939628601, 0.011389401741325855, 0.006710227578878403]"
2,2,"[0.1075323075056076, 0.11297328025102615, 0.7794944047927856]"
2,2,"[0.0013528703711926937, 0.03196796774864197, 0.9666791558265686]"
0,0,"[0.9977700710296631, 0.0002273864229209721, 0.0020025756675750017]"
0,0,"[0.9843053817749023, 0.0006506770150735974, 0.01504389476031065]"
0,0,"[0.9946451187133789, 0.004142570309340954, 0.0012123925844207406]"
2,2,"[0.0005579269491136074, 0.01563362218439579, 0.9838084578514099]"
2,2,"[0.0005708900280296803, 0.03277391940355301, 0.9666552543640137]"
1,0,"[0.7190200090408325, 0.28093013167381287, 4.991161040379666e-05]"
1,1,"[2.4057555947365472e-09, 1.0, 4.977183595822332e-11]"
1,1,"[2.060356685262832e-08, 1.0, 1.407332236857961e-11]"
1,1,"[1.0200356115319664e-09, 1.0, 1.4106802836977295e-08]"
2,2,"[0.05435950681567192, 0.004048177972435951, 0.941592276096344]"
1,1,"[5.963919846863064e-08, 0.9999997615814209, 1.6407420844188891e-07]"
0,0,"[0.5759077072143555, 0.18726037442684174, 0.2368318885564804]"
0,2,"[0.26189735531806946, 0.009355949237942696, 0.7287467122077942]"
1,1,"[1.3419542028714204e-06, 0.9999986886978149, 2.5553003268896646e-08]"
0,0,"[0.9999299049377441, 6.985169602558017e-05, 2.850280509392178e-07]"
1,1,"[9.512693566193775e-08, 0.9999990463256836, 8.502758532813459e-07]"
0,0,"[0.7659870982170105, 0.07424947619438171, 0.15976335108280182]"
2,2,"[0.0011052644113078713, 0.08100640773773193, 0.917888343334198]"
1,1,"[0.005244373809546232, 0.9947139620780945, 4.170100510236807e-05]"
2,2,"[0.002000034786760807, 0.24620936810970306, 0.7517905235290527]"
0,0,"[0.9079281687736511, 0.009220873937010765, 0.08285094052553177]"
2,2,"[0.0009686556295491755, 0.01880822889506817, 0.9802230596542358]"
1,1,"[1.0708274089665792e-07, 0.9999995231628418, 4.174799812517449e-07]"
0,0,"[0.9665120244026184, 0.007929975166916847, 0.0255581084638834]"
0,0,"[0.994766354560852, 0.005224093794822693, 9.61992463999195e-06]"
1,1,"[0.018892360851168633, 0.9810505509376526, 5.707129093934782e-05]"
1,1,"[6.289415654947561e-09, 0.9999998807907104, 1.3578876689734898e-07]"
1,1,"[1.4648338542144757e-08, 0.9999748468399048, 2.5128347260761075e-05]"
1,1,"[1.9328874500956772e-08, 0.9999996423721313, 3.54756025444658e-07]"
0,0,"[0.9800278544425964, 0.014872402884066105, 0.00509980320930481]"
2,2,"[0.06274553388357162, 0.0004878499312326312, 0.9367665648460388]"
1,1,"[0.03258747234940529, 0.9566249847412109, 0.010787591338157654]"
1,1,"[8.59595900237764e-07, 0.9999991655349731, 3.626829947478427e-09]"
2,0,"[0.7773990035057068, 0.02434084378182888, 0.19826023280620575]"
1,1,"[3.6619729826270486e-07, 0.9999996423721313, 1.0101903313852745e-08]"
0,0,"[0.9995073080062866, 0.0002839513181243092, 0.00020870074513368309]"
0,0,"[0.986834704875946, 0.01217648759484291, 0.000988887040875852]"
1,1,"[6.129658203235522e-08, 0.9999945163726807, 5.3637158998753875e-06]"
1,1,"[9.070978690406406e-11, 1.0, 9.051741994836604e-11]"
0,0,"[0.8455246090888977, 0.10583242028951645, 0.04864296317100525]"
0,0,"[0.9571731686592102, 0.030338123440742493, 0.012488653883337975]"
0,0,"[0.9830428957939148, 0.0015186431119218469, 0.015438424423336983]"
0,0,"[0.9887080192565918, 0.0012255446054041386, 0.010066414251923561]"
2,0,"[0.9985949397087097, 9.006688924273476e-05, 0.0013149842852726579]"
2,1,"[0.010582009330391884, 0.6262267827987671, 0.3631911873817444]"
2,2,"[0.08684633672237396, 0.00036979379365220666, 0.9127838611602783]"
2,2,"[0.03668706864118576, 0.23854924738407135, 0.7247636914253235]"
0,0,"[0.8677016496658325, 0.029078463092446327, 0.10321999341249466]"
1,1,"[2.873462856545217e-10, 1.0, 6.7679630788575196e-09]"
0,0,"[0.9070523381233215, 0.012662751600146294, 0.08028488606214523]"
1,1,"[1.716171027510427e-08, 0.9999996423721313, 3.81174828589792e-07]"
0,0,"[0.8259486556053162, 0.0004412235866766423, 0.17361009120941162]"
0,0,"[0.509749710559845, 0.0014465980930253863, 0.4888036549091339]"
0,0,"[0.9996036887168884, 9.082166798179969e-05, 0.0003055232809856534]"
0,0,"[0.9942540526390076, 0.005045105703175068, 0.0007008581305854023]"
0,0,"[0.9807345271110535, 0.0191955603659153, 6.995290459599346e-05]"
0,0,"[0.9984754920005798, 0.0006841187132522464, 0.0008403087849728763]"
2,2,"[0.06321144849061966, 0.0013052448630332947, 0.9354833364486694]"
1,1,"[7.317859740396671e-07, 0.9999992847442627, 1.403849397840773e-10]"
0,0,"[0.9973684549331665, 0.0026150222402065992, 1.6483869330841117e-05]"
2,2,"[0.1413678228855133, 0.0007318193675018847, 0.8579003810882568]"
0,0,"[0.9489434361457825, 0.050092075020074844, 0.0009645072859711945]"
0,0,"[0.9846342206001282, 0.0034231850877404213, 0.0119425468146801]"
2,2,"[0.0015819574473425746, 0.049104057252407074, 0.9493139386177063]"
0,1,"[0.2726077437400818, 0.6464676260948181, 0.08092465996742249]"
2,2,"[0.14692623913288116, 0.0005767196416854858, 0.8524971008300781]"
2,2,"[0.03104395419359207, 0.0021538177970796824, 0.966802179813385]"
0,0,"[0.9471703767776489, 0.0014774131122976542, 0.05135209858417511]"
1,1,"[4.081135557498783e-06, 0.9999948740005493, 1.0581234164419584e-06]"
1,1,"[3.5642841567096184e-08, 0.9999998807907104, 6.412537345568126e-08]"
1,1,"[2.7823610082577943e-08, 1.0, 5.502186484207527e-10]"
2,2,"[0.00019914473523385823, 0.0032073871698230505, 0.9965935349464417]"
1,1,"[1.4114235113993345e-07, 0.9999997615814209, 1.0497274161025416e-07]"
2,2,"[0.019123423844575882, 0.0936320424079895, 0.887244462966919]"
2,2,"[0.0021415557712316513, 0.019031252712011337, 0.9788272380828857]"
1,1,"[0.11603999137878418, 0.8173836469650269, 0.06657633930444717]"
0,0,"[0.996232807636261, 0.0034766399767249823, 0.000290550640784204]"
0,0,"[0.926956832408905, 0.02426285110414028, 0.04878031462430954]"
0,0,"[0.7700024843215942, 0.09820171445608139, 0.13179579377174377]"
0,0,"[0.5086379051208496, 0.0222452525049448, 0.4691168963909149]"
0,0,"[0.7626553773880005, 0.008658483624458313, 0.22868624329566956]"
1,1,"[0.040375687181949615, 0.926724374294281, 0.03289991244673729]"
2,2,"[0.02497193217277527, 0.0003782557905651629, 0.9746497869491577]"
1,1,"[8.054777572397143e-05, 0.9999194145202637, 4.628533112338573e-10]"
0,0,"[0.6399750709533691, 0.012236190028488636, 0.3477887809276581]"
2,2,"[0.09796489775180817, 0.00031399974250234663, 0.9017211198806763]"
1,1,"[7.717015648722736e-08, 0.999997615814209, 2.320600060556899e-06]"
2,2,"[0.020571984350681305, 0.15168842673301697, 0.8277395963668823]"
1,1,"[0.0050977240316569805, 0.8027088642120361, 0.19219337403774261]"
0,0,"[0.8244643211364746, 0.17495065927505493, 0.0005850262241438031]"
0,0,"[0.7194278836250305, 0.008336448110640049, 0.2722356617450714]"
1,1,"[1.8527723799621754e-09, 1.0, 5.427407828717534e-11]"
2,2,"[0.46773356199264526, 0.00020098788081668317, 0.5320654511451721]"
0,0,"[0.999734103679657, 0.0002612366806715727, 4.658130819734652e-06]"
1,2,"[0.001039068796671927, 0.03935081139206886, 0.9596101641654968]"
1,1,"[0.01856730505824089, 0.9801908731460571, 0.0012418093392625451]"
1,1,"[0.002010911237448454, 0.9979641437530518, 2.491421764716506e-05]"
1,1,"[8.725379530005739e-09, 0.9999998807907104, 5.887607201771061e-08]"
1,1,"[0.011537146754562855, 0.5833770036697388, 0.40508589148521423]"
2,2,"[0.04397377744317055, 0.4388387203216553, 0.5171875357627869]"
1,2,"[0.3897719383239746, 0.01677015610039234, 0.5934579968452454]"
1,1,"[0.032298553735017776, 0.7299715280532837, 0.2377299666404724]"
0,0,"[0.9994701743125916, 0.0005213577533140779, 8.496426744386554e-06]"
0,0,"[0.9994596838951111, 0.000538196531124413, 2.137114961442421e-06]"
2,2,"[0.055981434881687164, 0.0032243949826806784, 0.9407942295074463]"
1,1,"[1.0540290418248333e-07, 0.9999998807907104, 6.915883837832482e-11]"
0,0,"[0.6708517074584961, 0.0016863037599250674, 0.32746198773384094]"
0,0,"[0.9986560344696045, 0.0007138824439607561, 0.0006300489767454565]"
1,1,"[1.2296504792175256e-07, 0.9999998807907104, 5.6031928229172134e-12]"
1,1,"[0.228785440325737, 0.7604628801345825, 0.010751673951745033]"
1,1,"[2.645892172026265e-09, 1.0, 1.5867742824878176e-17]"
1,1,"[5.361965094152765e-08, 1.0, 4.645182460905062e-09]"
1,1,"[3.7754471549078517e-08, 0.9999783039093018, 2.1659088815795258e-05]"
0,0,"[0.788025438785553, 0.21171081066131592, 0.00026375349261797965]"
2,2,"[0.0007546417182311416, 0.0390983484685421, 0.9601470828056335]"
2,2,"[0.00017885859415400773, 0.002688734093680978, 0.9971323013305664]"
1,1,"[3.366319722974964e-10, 1.0, 2.8583959851835594e-11]"
0,0,"[0.9466579556465149, 0.0017353955190628767, 0.051606666296720505]"
2,2,"[0.00017026628484018147, 0.015160134062170982, 0.98466956615448]"
1,1,"[6.096297511248849e-07, 0.9999992847442627, 5.7771419648133815e-08]"
1,1,"[6.900027660350361e-09, 1.0, 1.1712992555035218e-11]"
0,0,"[0.8515271544456482, 0.001303242752328515, 0.1471695750951767]"
0,0,"[0.8778817653656006, 0.115313321352005, 0.006804828532040119]"
1,1,"[0.17517155408859253, 0.8247559070587158, 7.24917626939714e-05]"
1,1,"[0.00011855053890030831, 0.9998784065246582, 2.9949710551591124e-06]"
1,0,"[0.8342514634132385, 0.10595236718654633, 0.059796109795570374]"
2,2,"[0.1305834949016571, 0.03806804120540619, 0.8313484787940979]"
1,1,"[6.4187929638137575e-06, 0.9999935626983643, 1.9773309656301308e-09]"
0,0,"[0.8338354229927063, 0.017915327101945877, 0.14824923872947693]"
2,2,"[0.0004870806005783379, 0.02110128663480282, 0.9784116744995117]"
2,2,"[0.0014806664548814297, 0.07364432513713837, 0.924875020980835]"
1,1,"[9.562801939200227e-12, 1.0, 3.09110994578532e-08]"
0,0,"[0.9830090403556824, 0.0013152287574484944, 0.015675636008381844]"
0,0,"[0.7237593531608582, 0.18476222455501556, 0.09147841483354568]"
2,2,"[0.0007656372035853565, 0.008099645376205444, 0.991134762763977]"
0,0,"[0.9940497875213623, 0.005743237212300301, 0.00020707579096779227]"
0,0,"[0.9671463966369629, 0.03204859420657158, 0.0008049969328567386]"
0,0,"[0.9865434765815735, 0.0125058488920331, 0.0009506347123533487]"
1,1,"[1.0463253374837223e-07, 0.9999998807907104, 7.562630521817937e-09]"
2,2,"[0.023591291159391403, 0.003468044800683856, 0.9729406833648682]"
2,2,"[0.31779152154922485, 0.0007271335343830287, 0.6814813613891602]"
1,2,"[0.008502067998051643, 0.3795027732849121, 0.6119951009750366]"
1,1,"[2.750353278457851e-09, 1.0, 2.8477220581635265e-09]"
2,2,"[0.0015283972024917603, 0.038280125707387924, 0.9601914286613464]"
0,0,"[0.8071619272232056, 0.02367791160941124, 0.16916009783744812]"
0,0,"[0.9115591049194336, 0.08371258527040482, 0.004728305619210005]"
0,0,"[0.9969322681427002, 0.0030376657377928495, 3.0088223866187036e-05]"
0,0,"[0.8916361927986145, 0.0034119703341275454, 0.10495186597108841]"
1,1,"[3.976874385358542e-09, 1.0, 7.537114932176792e-09]"
1,1,"[5.926294761593454e-07, 0.9999991655349731, 2.7668966140481643e-07]"
1,1,"[3.51491348737909e-06, 0.9997681975364685, 0.00022826176427770406]"
1,1,"[1.4513107089442201e-05, 0.9999854564666748, 3.7276613795711455e-08]"
0,0,"[0.9418705701828003, 0.024869222193956375, 0.03326026350259781]"
2,2,"[0.000322463340125978, 0.005020750220865011, 0.9946568012237549]"
2,2,"[0.0023467722348868847, 0.027982810512185097, 0.9696704149246216]"
0,0,"[0.607035756111145, 0.07549316436052322, 0.31747105717658997]"
0,0,"[0.6170710325241089, 0.13210812211036682, 0.2508208453655243]"
2,2,"[0.022048937156796455, 0.0006094070849940181, 0.9773415923118591]"
1,1,"[4.286978827483523e-10, 1.0, 4.437865352979742e-11]"
1,1,"[1.5551475485153787e-07, 0.9999998807907104, 6.453967915653891e-10]"
1,1,"[8.020848696332905e-08, 0.9999998807907104, 5.136202574362869e-08]"
0,2,"[0.34958162903785706, 0.002806067233905196, 0.6476123332977295]"
2,2,"[0.03608216717839241, 0.0013388468651100993, 0.9625789523124695]"
0,2,"[0.1824757307767868, 0.0014030477032065392, 0.8161212801933289]"
0,0,"[0.9795149564743042, 0.019283225759863853, 0.0012019098503515124]"
2,2,"[0.04859888553619385, 0.24618133902549744, 0.7052197456359863]"
1,2,"[0.0021966358181089163, 0.13380348682403564, 0.8639999032020569]"
0,0,"[0.6326348781585693, 0.02529251016676426, 0.34207266569137573]"
1,1,"[1.2604463961451984e-07, 0.9999994039535522, 4.76055106446438e-07]"
0,0,"[0.893229067325592, 0.02769842930138111, 0.07907246798276901]"
1,1,"[1.1610765127123557e-10, 0.9999996423721313, 3.59935938831768e-07]"
0,0,"[0.9963923096656799, 0.002953374059870839, 0.0006544010248035192]"
2,2,"[0.047301266342401505, 1.639565743971616e-05, 0.9526823163032532]"
1,1,"[4.871936454264869e-08, 0.9999995231628418, 4.7579416673215746e-07]"
1,1,"[0.05297374352812767, 0.9470130801200867, 1.3207282790972386e-05]"
2,2,"[0.00019151500600855798, 0.0016211714828386903, 0.9981873631477356]"
2,2,"[0.07521235197782516, 0.004582165274769068, 0.9202054738998413]"
0,2,"[0.14742623269557953, 0.03678986802697182, 0.8157839179039001]"
0,0,"[0.9995744824409485, 0.00028232726617716253, 0.0001432212011422962]"
0,0,"[0.9888572096824646, 0.011059360578656197, 8.340084605151787e-05]"
1,1,"[3.523463121268833e-08, 0.9999994039535522, 5.120230071042897e-07]"
2,2,"[0.05569940060377121, 0.001058986410498619, 0.9432415962219238]"
2,2,"[0.007061277516186237, 0.0696859210729599, 0.9232528209686279]"
0,0,"[0.9968068599700928, 0.001667448435910046, 0.0015258160419762135]"
2,2,"[0.19448913633823395, 0.001165349967777729, 0.804345428943634]"
2,2,"[0.07097936421632767, 0.0006615414749830961, 0.9283590912818909]"
1,1,"[0.022939519956707954, 0.9770212769508362, 3.919268419849686e-05]"
1,0,"[0.9506257772445679, 0.04883752763271332, 0.0005366603727452457]"
0,0,"[0.9121195077896118, 0.018023354932665825, 0.0698571428656578]"
2,2,"[0.06105075031518936, 4.4237604015506804e-05, 0.9389050602912903]"
0,0,"[0.926956832408905, 0.02426285110414028, 0.04878031462430954]"
2,2,"[0.014347736723721027, 0.03152617812156677, 0.9541261196136475]"
0,2,"[0.028348587453365326, 0.01613950915634632, 0.9555118680000305]"
0,0,"[0.9817975759506226, 0.012576868757605553, 0.005625568795949221]"
0,0,"[0.8253166675567627, 0.04332711175084114, 0.13135620951652527]"
0,0,"[0.9138919711112976, 0.06454925239086151, 0.021558748558163643]"
1,1,"[0.03790171816945076, 0.824492871761322, 0.13760541379451752]"
0,0,"[0.9112250804901123, 0.06257849186658859, 0.026196319609880447]"
2,2,"[0.004235229920595884, 0.055173151195049286, 0.9405916333198547]"
2,2,"[0.018354391679167747, 0.1528152972459793, 0.8288303017616272]"
1,1,"[0.010858063586056232, 0.9637181162834167, 0.0254238061606884]"
1,1,"[7.391543377366361e-09, 0.9999997615814209, 1.844999815148185e-07]"
0,0,"[0.9733198881149292, 0.024254489690065384, 0.002425568178296089]"
2,0,"[0.6673924326896667, 0.004127172287553549, 0.3284803628921509]"
2,2,"[0.004111225716769695, 0.07382313162088394, 0.9220656752586365]"
0,0,"[0.9967703819274902, 0.0028152624145150185, 0.00041437853360548615]"
2,2,"[0.15248115360736847, 0.0017430828884243965, 0.8457757830619812]"
2,0,"[0.5530838966369629, 0.00024330512678716332, 0.44667279720306396]"
2,2,"[0.182122141122818, 0.00022462924243882298, 0.8176531791687012]"
0,0,"[0.9644737839698792, 0.00012266941484995186, 0.03540349751710892]"
2,2,"[0.08955052495002747, 0.00022307895414996892, 0.9102263450622559]"
1,1,"[2.3247547176197259e-07, 0.9999997615814209, 4.766862460314769e-09]"
1,0,"[0.677478551864624, 0.32247909903526306, 4.230936610838398e-05]"
2,2,"[0.014670271426439285, 0.3125469982624054, 0.6727826595306396]"
1,1,"[3.295102191103183e-09, 0.9999979734420776, 1.963663635251578e-06]"
0,0,"[0.9807501435279846, 0.0008496377849951386, 0.018400222063064575]"
0,0,"[0.8197883367538452, 0.009642346762120724, 0.1705692708492279]"
0,0,"[0.8465003967285156, 0.0030839168466627598, 0.15041570365428925]"
0,0,"[0.9949187636375427, 0.005073569715023041, 7.5487537287699524e-06]"
0,0,"[0.9796486496925354, 0.01856803148984909, 0.0017833258025348186]"
2,2,"[0.32380354404449463, 0.0003470347437541932, 0.6758494973182678]"
0,0,"[0.9984318614006042, 0.0003424633468966931, 0.001225723302923143]"
0,0,"[0.9690523147583008, 0.01851237565279007, 0.012435225769877434]"
2,2,"[9.718236833577976e-05, 0.009132678620517254, 0.990770161151886]"
2,2,"[0.00016719449195079505, 0.0025688346941024065, 0.99726402759552]"
2,2,"[0.18511955440044403, 0.0006662282394245267, 0.8142142295837402]"
0,0,"[0.9454124569892883, 0.037120234221220016, 0.01746734417974949]"
0,0,"[0.74481600522995, 0.004301413893699646, 0.2508825957775116]"
2,2,"[0.06361836194992065, 8.080281077127438e-06, 0.9363736510276794]"
0,0,"[0.9999572038650513, 4.2591978854034096e-05, 2.0367212982819183e-07]"
2,2,"[0.000600330182351172, 0.006496421527117491, 0.9929032921791077]"
0,0,"[0.6660472750663757, 0.0007448132964782417, 0.333207905292511]"
2,2,"[0.00041647342732176185, 0.00167404068633914, 0.9979094862937927]"
0,0,"[0.9996864795684814, 0.00015613010327797383, 0.0001574116904521361]"
2,2,"[0.0007555490010417998, 0.06932830065488815, 0.9299161434173584]"
2,2,"[0.09227970987558365, 0.001489714253693819, 0.9062305092811584]"
1,2,"[0.0014867103891447186, 0.03792068734765053, 0.9605925679206848]"
0,0,"[0.6613060832023621, 0.007940112613141537, 0.33075374364852905]"
0,0,"[0.959040105342865, 0.0006625749520026147, 0.04029734060168266]"
0,1,"[0.44121336936950684, 0.5518243312835693, 0.0069623300805687904]"
1,1,"[0.06728624552488327, 0.9327130913734436, 6.104834255893365e-07]"
1,1,"[0.11776736378669739, 0.8513047695159912, 0.03092792257666588]"
2,2,"[0.10605168342590332, 0.3305647671222687, 0.5633835792541504]"
1,1,"[0.10295984148979187, 0.8902626037597656, 0.006777586415410042]"
1,1,"[7.358162434911719e-08, 0.9999570846557617, 4.285698014427908e-05]"
0,2,"[0.302362859249115, 0.00639402074739337, 0.6912431120872498]"
0,0,"[0.9424108266830444, 0.056836675852537155, 0.0007524312241002917]"
0,0,"[0.9454934597015381, 0.010800602845847607, 0.04370599985122681]"
0,0,"[0.9925981760025024, 0.00044941293890587986, 0.006952417548745871]"
1,1,"[6.368447547089318e-09, 1.0, 3.4554199779268657e-12]"
2,2,"[0.38710346817970276, 0.000516843399964273, 0.6123796701431274]"
1,1,"[0.19941076636314392, 0.7672195434570312, 0.033369675278663635]"
1,1,"[4.3946812855466533e-10, 1.0, 2.1384311210681517e-08]"
1,1,"[7.646479389222804e-06, 0.9999923706054688, 2.5542631898467505e-10]"
2,2,"[0.0003561654593795538, 0.009487724862992764, 0.9901561737060547]"
2,2,"[0.0003047696081921458, 0.004089093301445246, 0.9956061244010925]"
0,0,"[0.9889572262763977, 0.010569609701633453, 0.0004732475208584219]"
2,2,"[0.45892348885536194, 0.0006679696962237358, 0.5404085516929626]"
1,1,"[4.4882654037792236e-08, 0.9999998807907104, 2.8973390797659704e-08]"
2,2,"[0.030398907139897346, 0.21216897666454315, 0.7574321627616882]"
2,2,"[0.0006764248828403652, 0.02967633120715618, 0.969647228717804]"
0,0,"[0.6941511034965515, 0.017453918233513832, 0.2883949875831604]"
0,0,"[0.9997872710227966, 0.00020383892115205526, 8.997757504403125e-06]"
1,1,"[2.4762583095139235e-09, 0.9999997615814209, 1.9158653685735771e-07]"
1,1,"[7.160015229601413e-06, 0.9999902248382568, 2.6604041067912476e-06]"
2,2,"[0.00019806736963801086, 0.005928629077970982, 0.9938732385635376]"
1,1,"[7.191915118998082e-11, 0.9999997615814209, 2.490309327640716e-07]"
1,1,"[0.023287704214453697, 0.9272558093070984, 0.04945646971464157]"
1,1,"[0.017397597432136536, 0.9794110059738159, 0.003191409632563591]"
1,1,"[1.4140482562652323e-06, 0.9999984502792358, 8.756515512686747e-08]"
0,0,"[0.9992656111717224, 0.000568281568121165, 0.00016607611905783415]"
2,2,"[0.15091803669929504, 2.3249453079188243e-05, 0.8490586876869202]"
2,2,"[0.07616688311100006, 0.001054203836247325, 0.9227789640426636]"
0,0,"[0.9499012231826782, 0.037312962114810944, 0.012785852886736393]"
1,1,"[4.236512722854968e-06, 0.999993085861206, 2.629471964610275e-06]"
0,0,"[0.9684163928031921, 0.008569912984967232, 0.02301374264061451]"
0,0,"[0.9736169576644897, 0.02635336108505726, 2.965803287224844e-05]"
0,0,"[0.7833124995231628, 0.13162285089492798, 0.08506464958190918]"
1,1,"[0.027111627161502838, 0.7684463858604431, 0.20444196462631226]"
0,0,"[0.9399600625038147, 0.04859234392642975, 0.011447617784142494]"
0,0,"[0.9676024317741394, 0.03151381388306618, 0.0008837691857479513]"
0,0,"[0.9903045296669006, 0.008579566143453121, 0.0011160023277625442]"
2,2,"[0.21295230090618134, 0.0014483099803328514, 0.7855993509292603]"
1,1,"[0.055778082460165024, 0.9084733724594116, 0.03574848547577858]"
0,0,"[0.6919642090797424, 0.04480329528450966, 0.26323243975639343]"
2,2,"[0.001595551730133593, 0.035172976553440094, 0.9632315039634705]"
0,0,"[0.6470492482185364, 0.3526015281677246, 0.0003492305113468319]"
2,2,"[0.00045489787589758635, 0.0060641830787062645, 0.993480920791626]"
