true,pred,prob,path
0,2,"[0.3136543035507202, 0.028425510972738266, 0.6579201817512512]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4161.hdf5
2,2,"[0.035066623240709305, 0.0404328852891922, 0.9245004057884216]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/995.hdf5
0,2,"[0.4286859631538391, 0.0403725802898407, 0.5309414863586426]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3966.hdf5
2,2,"[0.004771615378558636, 0.20737551152706146, 0.787852942943573]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/499.hdf5
1,1,"[0.04388567432761192, 0.9559489488601685, 0.0001653955550864339]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1905.hdf5
1,2,"[0.4417070746421814, 0.056295230984687805, 0.501997709274292]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2625.hdf5
0,0,"[0.7112793326377869, 0.23401287198066711, 0.0547078475356102]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3925.hdf5
0,0,"[0.8397374153137207, 0.12030062079429626, 0.0399620346724987]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3385.hdf5
0,0,"[0.5200684070587158, 0.09132737666368484, 0.38860419392585754]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3041.hdf5
1,1,"[0.029587842524051666, 0.9703627228736877, 4.950958464178257e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/5504.hdf5
1,2,"[0.0033557002898305655, 0.20177605748176575, 0.7948682308197021]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2635.hdf5
0,2,"[0.011189852841198444, 0.008846555836498737, 0.979963481426239]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3176.hdf5
1,1,"[0.32279476523399353, 0.6680739521980286, 0.009131222032010555]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1421.hdf5
2,2,"[0.01577049307525158, 0.015600883401930332, 0.9686286449432373]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/999.hdf5
1,1,"[0.3898297846317291, 0.5897650122642517, 0.020405227318406105]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2316.hdf5
0,0,"[0.8223098516464233, 0.1257769912481308, 0.05191313475370407]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4018.hdf5
1,1,"[0.08145991712808609, 0.9180957674980164, 0.0004443504731170833]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2279.hdf5
0,0,"[0.47765734791755676, 0.05078436806797981, 0.47155824303627014]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/2994.hdf5
0,0,"[0.7812820076942444, 0.09029446542263031, 0.12842345237731934]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4116.hdf5
0,0,"[0.8085643649101257, 0.15001481771469116, 0.04142075031995773]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4303.hdf5
0,0,"[0.8064163327217102, 0.08970513939857483, 0.10387857258319855]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4042.hdf5
0,0,"[0.5886461734771729, 0.36959782242774963, 0.04175596684217453]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3447.hdf5
2,2,"[0.03200985863804817, 0.024275856092572212, 0.9437143802642822]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1113.hdf5
1,1,"[0.07039916515350342, 0.9291509389877319, 0.0004499003116507083]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1404.hdf5
0,0,"[0.868854284286499, 0.08086813241243362, 0.05027763545513153]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3463.hdf5
0,0,"[0.8961042165756226, 0.06457368284463882, 0.03932211920619011]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4284.hdf5
1,1,"[0.09281901270151138, 0.9063147306442261, 0.000866255140863359]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2034.hdf5
1,1,"[0.469245046377182, 0.4841620922088623, 0.046592917293310165]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/5467.hdf5
0,2,"[0.05064551532268524, 0.01530211977660656, 0.9340524077415466]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3713.hdf5
0,0,"[0.7805187702178955, 0.07459230720996857, 0.1448889970779419]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4036.hdf5
1,1,"[0.16185665130615234, 0.8358508944511414, 0.0022924698423594236]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1434.hdf5
1,0,"[0.8225194811820984, 0.12468235194683075, 0.052798107266426086]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2256.hdf5
2,0,"[0.7621400356292725, 0.0712934210896492, 0.16656650602817535]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/991.hdf5
2,2,"[0.01779254898428917, 0.018139895051717758, 0.9640675187110901]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/984.hdf5
0,0,"[0.8357790112495422, 0.08352024853229523, 0.08070071786642075]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3605.hdf5
2,0,"[0.6101977825164795, 0.049707893282175064, 0.34009432792663574]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/954.hdf5
1,1,"[0.028528984636068344, 0.9714083075523376, 6.275861233007163e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1713.hdf5
0,0,"[0.8716293573379517, 0.06414897739887238, 0.06422169506549835]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3042.hdf5
2,2,"[0.13144755363464355, 0.02608715556561947, 0.8424652814865112]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/973.hdf5
1,2,"[0.00268444768153131, 0.20260222256183624, 0.7947132587432861]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2621.hdf5
0,0,"[0.88616544008255, 0.07359422743320465, 0.04024031385779381]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4334.hdf5
2,2,"[0.0029034572653472424, 0.2032233327627182, 0.7938731908798218]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/253.hdf5
1,1,"[0.07917209714651108, 0.920326828956604, 0.0005010374006815255]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1989.hdf5
0,2,"[0.3280318081378937, 0.031070761382579803, 0.6408974528312683]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/2968.hdf5
0,0,"[0.7427864670753479, 0.2221766859292984, 0.035036828368902206]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3299.hdf5
0,0,"[0.8509193658828735, 0.07732757180929184, 0.07175309956073761]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5674.hdf5
0,0,"[0.8453918099403381, 0.08210612088441849, 0.07250215113162994]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5749.hdf5
2,2,"[0.005412866827100515, 0.20785441994667053, 0.7867327332496643]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/346.hdf5
1,1,"[0.32361629605293274, 0.6638221740722656, 0.012561503797769547]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1234.hdf5
2,2,"[0.0028475415892899036, 0.20307086408138275, 0.7940815687179565]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/702.hdf5
2,2,"[0.00404485035687685, 0.20511850714683533, 0.7908366322517395]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/161.hdf5
0,0,"[0.6902788877487183, 0.06275395303964615, 0.2469671070575714]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3304.hdf5
0,0,"[0.6665986180305481, 0.055032990872859955, 0.27836841344833374]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5599.hdf5
1,1,"[0.33390992879867554, 0.6537295579910278, 0.012360512278974056]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1281.hdf5
1,1,"[0.18717677891254425, 0.8088304400444031, 0.003992763813585043]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1910.hdf5
1,1,"[0.12407064437866211, 0.8743733763694763, 0.001555929658934474]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2179.hdf5
0,0,"[0.7844558954238892, 0.11688806861639023, 0.09865599125623703]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4186.hdf5
1,0,"[0.7472995519638062, 0.1911202371120453, 0.06158022955060005]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2054.hdf5
2,0,"[0.7798247933387756, 0.11268032342195511, 0.10749490559101105]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1070.hdf5
0,0,"[0.7530753016471863, 0.14969642460346222, 0.09722829610109329]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3135.hdf5
0,0,"[0.7956956028938293, 0.06341245770454407, 0.1408919394016266]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3594.hdf5
0,0,"[0.7584698796272278, 0.11687199771404266, 0.12465804070234299]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5547.hdf5
0,0,"[0.8338973522186279, 0.0807982087135315, 0.08530446141958237]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3355.hdf5
2,0,"[0.7984533905982971, 0.07247485220432281, 0.12907177209854126]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/992.hdf5
2,2,"[0.002583872526884079, 0.2021903246641159, 0.7952257394790649]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/391.hdf5
0,0,"[0.827153742313385, 0.05610975623130798, 0.11673647910356522]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4319.hdf5
0,0,"[0.8540796637535095, 0.05476141348481178, 0.09115896373987198]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3916.hdf5
0,0,"[0.8468990325927734, 0.09572853147983551, 0.057372476905584335]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3038.hdf5
2,2,"[0.0024761888198554516, 0.20184969902038574, 0.7956741452217102]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/592.hdf5
2,2,"[0.0029428245034068823, 0.20406705141067505, 0.7929900288581848]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/271.hdf5
1,0,"[0.68332839012146, 0.06304509192705154, 0.2536265254020691]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2495.hdf5
1,1,"[0.2071843445301056, 0.7882198095321655, 0.004595834296196699]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1778.hdf5
1,1,"[0.055287256836891174, 0.9445144534111023, 0.00019828337826766074]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2045.hdf5
1,1,"[0.04026498645544052, 0.9595996141433716, 0.0001353888656012714]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1842.hdf5
2,2,"[0.02237272448837757, 0.009195538237690926, 0.9684317111968994]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1006.hdf5
1,1,"[0.3482029139995575, 0.6283848881721497, 0.023412229493260384]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1176.hdf5
0,0,"[0.7834274172782898, 0.10660012811422348, 0.10997246950864792]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3656.hdf5
0,0,"[0.8126145005226135, 0.08732220530509949, 0.10006332397460938]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3028.hdf5
1,1,"[0.2734239101409912, 0.7153099775314331, 0.011266150511801243]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2260.hdf5
0,0,"[0.8601454496383667, 0.09376417845487595, 0.04609043523669243]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5764.hdf5
1,1,"[0.11178979277610779, 0.8868997097015381, 0.001310438266955316]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1323.hdf5
0,0,"[0.5181111693382263, 0.4068119525909424, 0.0750768631696701]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3184.hdf5
2,2,"[0.002357344375923276, 0.20144186913967133, 0.7962008118629456]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/170.hdf5
1,0,"[0.6669706702232361, 0.27188190817832947, 0.061147432774305344]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1185.hdf5
2,2,"[0.002695057773962617, 0.2029796987771988, 0.7943252325057983]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/159.hdf5
0,0,"[0.7631220817565918, 0.0664825290441513, 0.17039541900157928]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3070.hdf5
2,2,"[0.0026278975419700146, 0.20238527655601501, 0.79498690366745]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/700.hdf5
1,1,"[0.18286100029945374, 0.8131404519081116, 0.003998567350208759]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1747.hdf5
0,0,"[0.8694853186607361, 0.056833382695913315, 0.07368140667676926]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3557.hdf5
0,1,"[0.4422864317893982, 0.5326567888259888, 0.02505682036280632]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3534.hdf5
1,1,"[0.0505303218960762, 0.9492760300636292, 0.00019363379396963865]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2675.hdf5
1,1,"[0.024719301611185074, 0.9752296805381775, 5.099699046695605e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2163.hdf5
1,1,"[0.18059195578098297, 0.815577507019043, 0.0038304992485791445]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1877.hdf5
1,1,"[0.34123507142066956, 0.640739917755127, 0.018024953082203865]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1190.hdf5
0,0,"[0.7831260561943054, 0.11036531627178192, 0.10650865733623505]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3879.hdf5
2,2,"[0.019527608528733253, 0.01680743880569935, 0.9636649489402771]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/985.hdf5
1,2,"[0.0028630616143345833, 0.20298263430595398, 0.7941543459892273]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2358.hdf5
1,1,"[0.08261501044034958, 0.9168749451637268, 0.000510107260197401]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1761.hdf5
2,0,"[0.7739234566688538, 0.11317070573568344, 0.11290580779314041]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/785.hdf5
1,1,"[0.36647117137908936, 0.6115812659263611, 0.02194756641983986]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2262.hdf5
0,0,"[0.8226770758628845, 0.12143480032682419, 0.05588804557919502]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3831.hdf5
0,0,"[0.8504193425178528, 0.07809090614318848, 0.07148980349302292]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3082.hdf5
1,0,"[0.6199657917022705, 0.2869340777397156, 0.09310019016265869]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1603.hdf5
1,1,"[0.22598910331726074, 0.7680792212486267, 0.0059316991828382015]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1931.hdf5
0,0,"[0.819151759147644, 0.11156806349754333, 0.06928015500307083]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3055.hdf5
0,0,"[0.787147045135498, 0.10896524786949158, 0.10388770699501038]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5656.hdf5
0,0,"[0.7893787622451782, 0.10304092615842819, 0.10758035629987717]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4214.hdf5
0,0,"[0.879791796207428, 0.06940881907939911, 0.0507994145154953]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5562.hdf5
2,0,"[0.8739657998085022, 0.04686867073178291, 0.0791654959321022]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1127.hdf5
2,0,"[0.6875889301300049, 0.08188122510910034, 0.23052988946437836]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/5382.hdf5
2,2,"[0.02733759954571724, 0.021361686289310455, 0.9513007402420044]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1026.hdf5
2,2,"[0.003931719344109297, 0.20583532750606537, 0.7902328968048096]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/550.hdf5
0,0,"[0.8206026554107666, 0.10609764605760574, 0.07329969853162766]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4089.hdf5
1,1,"[0.2807149589061737, 0.7077882289886475, 0.011496767401695251]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1705.hdf5
0,0,"[0.6257776021957397, 0.05305664241313934, 0.3211657702922821]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4135.hdf5
1,1,"[0.1221199631690979, 0.8762810826301575, 0.0015990040265023708]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1626.hdf5
0,2,"[0.24733655154705048, 0.026104234158992767, 0.7265591621398926]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3203.hdf5
0,0,"[0.7421104907989502, 0.1657038927078247, 0.09218563884496689]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3727.hdf5
0,0,"[0.8509446978569031, 0.06159374862909317, 0.08746150881052017]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3172.hdf5
0,0,"[0.5424407124519348, 0.4048640727996826, 0.05269525200128555]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5595.hdf5
0,0,"[0.8071249723434448, 0.1546422839164734, 0.038232676684856415]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4259.hdf5
0,0,"[0.7953010201454163, 0.09056264162063599, 0.11413625627756119]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4069.hdf5
2,2,"[0.02516886591911316, 0.020034190267324448, 0.9547970294952393]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/5358.hdf5
1,1,"[0.07447876036167145, 0.9251386523246765, 0.0003826015745289624]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1535.hdf5
0,0,"[0.8425167202949524, 0.06936266273260117, 0.08812060952186584]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3548.hdf5
2,2,"[0.0440325103700161, 0.00874168612062931, 0.94722580909729]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/788.hdf5
0,1,"[0.4561927318572998, 0.515947163105011, 0.02786017395555973]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3452.hdf5
0,2,"[0.22779858112335205, 0.05092907324433327, 0.721272349357605]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3214.hdf5
2,2,"[0.0025135809555649757, 0.20208826661109924, 0.7953981757164001]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/577.hdf5
0,0,"[0.7821636199951172, 0.11666372418403625, 0.10117268562316895]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4114.hdf5
2,2,"[0.013732998631894588, 0.009977172128856182, 0.9762899279594421]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1106.hdf5
2,2,"[0.021487724035978317, 0.016966290771961212, 0.961546003818512]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/5397.hdf5
0,0,"[0.7723730206489563, 0.16229887306690216, 0.06532811373472214]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3508.hdf5
1,1,"[0.4633990228176117, 0.49016961455345154, 0.04643138498067856]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1179.hdf5
1,1,"[0.0378185473382473, 0.9621049165725708, 7.652403292013332e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1211.hdf5
1,1,"[0.2824920415878296, 0.7093326449394226, 0.00817535724490881]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2074.hdf5
2,2,"[0.002499684225767851, 0.2019672393798828, 0.7955330610275269]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/776.hdf5
1,1,"[0.17061184346675873, 0.8259358406066895, 0.003452356904745102]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2033.hdf5
2,2,"[0.004412038717418909, 0.2071509212255478, 0.788437008857727]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/254.hdf5
2,2,"[0.003132652724161744, 0.2038491666316986, 0.7930182218551636]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/405.hdf5
1,1,"[0.45810380578041077, 0.4888043999671936, 0.053091783076524734]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2706.hdf5
0,1,"[0.36222392320632935, 0.621256411075592, 0.016519663855433464]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4245.hdf5
0,0,"[0.8142717480659485, 0.07266209274530411, 0.1130661815404892]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3773.hdf5
0,0,"[0.73342365026474, 0.2046332061290741, 0.061943139880895615]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3621.hdf5
0,0,"[0.7817102074623108, 0.09627237170934677, 0.12201744318008423]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3655.hdf5
0,0,"[0.7880649566650391, 0.08591257035732269, 0.12602242827415466]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3637.hdf5
1,1,"[0.07899776101112366, 0.9204204678535461, 0.0005817817873321474]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/5496.hdf5
2,2,"[0.03307810053229332, 0.024162564426660538, 0.9427592754364014]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1136.hdf5
1,0,"[0.8834202289581299, 0.06405556946992874, 0.052524201571941376]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1612.hdf5
0,0,"[0.7772685885429382, 0.10200805962085724, 0.12072332948446274]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3893.hdf5
2,2,"[0.03622617572546005, 0.04666867107152939, 0.9171050786972046]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1017.hdf5
1,1,"[0.045974768698215485, 0.9538260102272034, 0.00019916138262487948]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2118.hdf5
2,2,"[0.0035887935664504766, 0.20465940237045288, 0.7917518615722656]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/619.hdf5
1,1,"[0.3624720573425293, 0.6130699515342712, 0.02445802092552185]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2701.hdf5
0,0,"[0.5199225544929504, 0.44411545991897583, 0.03596198186278343]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3436.hdf5
0,0,"[0.7568010687828064, 0.12525585293769836, 0.11794307082891464]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4148.hdf5
1,1,"[0.11166121065616608, 0.8873932957649231, 0.000945430074352771]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1294.hdf5
2,2,"[0.017769739031791687, 0.018004246056079865, 0.9642260074615479]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/5432.hdf5
0,0,"[0.6842149496078491, 0.2754724621772766, 0.04031255096197128]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3841.hdf5
1,2,"[0.0026682266034185886, 0.2024906426668167, 0.7948411703109741]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2436.hdf5
1,1,"[0.2722196578979492, 0.718455970287323, 0.009324375540018082]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2679.hdf5
