true,pred,prob,path
1,1,"[0.005630467552691698, 0.9773277044296265, 0.01704183965921402]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2635.hdf5
0,2,"[0.17200085520744324, 0.0002907777379732579, 0.82770836353302]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3176.hdf5
1,1,"[7.202098640846089e-05, 0.9999277591705322, 1.699725231674165e-07]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1421.hdf5
2,2,"[0.010325768031179905, 2.8388645660015754e-05, 0.989645779132843]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/999.hdf5
1,1,"[0.0006471803644672036, 0.9993521571159363, 7.029167363725719e-07]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2316.hdf5
0,0,"[0.9975109100341797, 0.0005295923911035061, 0.0019594519399106503]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4018.hdf5
1,1,"[2.006297836487647e-05, 0.9999798536300659, 3.7277260389601e-08]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2279.hdf5
0,0,"[0.7169689536094666, 0.00022356605040840805, 0.28280743956565857]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/2994.hdf5
0,0,"[0.8239409327507019, 0.016510561108589172, 0.1595485359430313]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4116.hdf5
0,0,"[0.9997774958610535, 0.0001265567698283121, 9.59182289079763e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4303.hdf5
0,0,"[0.9998239874839783, 6.071830648579635e-05, 0.00011540058039827272]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4042.hdf5
0,0,"[0.9972636699676514, 0.002150225453078747, 0.0005860622623004019]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3447.hdf5
2,2,"[0.0736708790063858, 3.763396671274677e-05, 0.9262915253639221]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1113.hdf5
1,1,"[5.18109263794031e-05, 0.9999465942382812, 1.6099478443720727e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1404.hdf5
0,0,"[0.999342143535614, 0.0002515478990972042, 0.00040626878035254776]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3463.hdf5
0,0,"[0.9999125003814697, 4.290712968213484e-05, 4.459227420738898e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4284.hdf5
1,1,"[1.2975530125913792e-06, 0.999997615814209, 1.1142454923174228e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2034.hdf5
1,1,"[0.19391195476055145, 0.8054604530334473, 0.0006275681080296636]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/5467.hdf5
0,0,"[0.7748294472694397, 0.0005377714987844229, 0.22463282942771912]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3713.hdf5
0,0,"[0.990828275680542, 0.0002909907198045403, 0.008880676701664925]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4036.hdf5
1,1,"[3.57240678567905e-05, 0.9999629259109497, 1.3835539220963256e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1434.hdf5
1,1,"[0.014611849561333656, 0.9853852391242981, 2.9340299079194665e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2256.hdf5
2,2,"[0.31037306785583496, 0.05940805375576019, 0.6302189230918884]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/991.hdf5
2,2,"[0.07280706614255905, 0.00205763871781528, 0.9251351952552795]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/984.hdf5
0,0,"[0.9924565553665161, 6.283159018494189e-05, 0.007480620872229338]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3605.hdf5
2,2,"[0.19260439276695251, 0.0001847655075835064, 0.8072108626365662]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/954.hdf5
1,1,"[1.0357041446695803e-06, 0.999998927116394, 3.374844226300411e-08]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1713.hdf5
0,0,"[0.9957083463668823, 0.002541993511840701, 0.001749578514136374]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3042.hdf5
2,2,"[0.08831266313791275, 0.0005279089673422277, 0.9111594557762146]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/973.hdf5
1,2,"[0.0014131006319075823, 0.01704501360654831, 0.9815418720245361]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2621.hdf5
0,0,"[0.9999228715896606, 4.334435288910754e-05, 3.37781930284109e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4334.hdf5
2,2,"[0.0018642182694748044, 0.020759375765919685, 0.9773764610290527]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/253.hdf5
1,1,"[9.674234888734645e-07, 0.9999985694885254, 4.4690335698760464e-07]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1989.hdf5
0,2,"[0.24854092299938202, 0.0014937338419258595, 0.7499653100967407]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/2968.hdf5
0,0,"[0.9999793767929077, 1.265863738808548e-05, 7.93564413470449e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3299.hdf5
0,0,"[0.9953160285949707, 0.0002734816516749561, 0.004410515073686838]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5674.hdf5
0,0,"[0.9915504455566406, 0.00482741417363286, 0.003622210118919611]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5749.hdf5
2,2,"[0.008609152399003506, 0.05119161680340767, 0.9401992559432983]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/346.hdf5
1,1,"[0.0016115788603201509, 0.9983878135681152, 5.845159876116668e-07]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1234.hdf5
2,2,"[0.0014261105097830296, 0.008044565096497536, 0.9905293583869934]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/702.hdf5
2,2,"[0.0008020904497243464, 0.025399764999747276, 0.9737981557846069]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/161.hdf5
0,0,"[0.9588319659233093, 0.0003885375044774264, 0.04077952355146408]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3304.hdf5
0,0,"[0.9441775679588318, 0.00023754689027555287, 0.05558481812477112]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5599.hdf5
1,1,"[0.000962252146564424, 0.9990355968475342, 2.1389619178080466e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1281.hdf5
1,1,"[0.00018572655972093344, 0.999774158000946, 4.0171475120587274e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1910.hdf5
1,1,"[2.6425169608046417e-07, 0.9999785423278809, 2.1248819393804297e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2179.hdf5
0,0,"[0.7623830437660217, 0.008653261698782444, 0.22896376252174377]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4186.hdf5
1,1,"[0.011229326948523521, 0.988757312297821, 1.3348692846193444e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2054.hdf5
2,2,"[0.4944831132888794, 0.0019079077756032348, 0.5036089420318604]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1070.hdf5
0,0,"[0.9945544004440308, 0.0025142242666333914, 0.002931388560682535]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3135.hdf5
0,0,"[0.9611923098564148, 0.0006896466366015375, 0.03811802342534065]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3594.hdf5
0,0,"[0.9969648718833923, 0.0012260612566024065, 0.0018090434605255723]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5547.hdf5
0,0,"[0.9977231621742249, 0.00048241374315693974, 0.0017944487044587731]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3355.hdf5
2,2,"[0.21675577759742737, 0.08248908817768097, 0.7007551789283752]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/992.hdf5
2,2,"[0.0012387370225042105, 0.013346864841878414, 0.9854143857955933]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/391.hdf5
0,0,"[0.9978750944137573, 0.00010900421330006793, 0.0020159906707704067]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4319.hdf5
0,0,"[0.9976109266281128, 9.100955139729194e-06, 0.002379870740696788]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3916.hdf5
0,0,"[0.9976934790611267, 0.002297084778547287, 9.341857548861299e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3038.hdf5
2,2,"[0.00043718659435398877, 0.0052790651097893715, 0.9942837357521057]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/592.hdf5
2,2,"[0.005117998458445072, 0.07608049362897873, 0.918801486492157]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/271.hdf5
1,0,"[0.9076499342918396, 0.0923498198390007, 2.0248155863100692e-07]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2495.hdf5
1,1,"[1.0772610039566644e-06, 0.9999971389770508, 1.803596092031512e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1778.hdf5
1,1,"[3.669394800454029e-06, 0.9999963045120239, 4.259963404251721e-08]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2045.hdf5
1,1,"[4.690456023581646e-07, 0.9999983310699463, 1.2167532759121968e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1842.hdf5
2,2,"[0.05291808024048805, 0.0001092161619453691, 0.9469727873802185]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1006.hdf5
1,1,"[1.2777118172380142e-05, 0.9999867677688599, 4.713320151950029e-07]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1176.hdf5
0,0,"[0.9249216318130493, 0.007564559578895569, 0.06751380860805511]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3656.hdf5
0,0,"[0.8964514136314392, 0.03632136434316635, 0.06722718477249146]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3028.hdf5
1,1,"[3.057181311305612e-05, 0.9999687671661377, 6.957795903872466e-07]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2260.hdf5
0,0,"[0.9998503923416138, 5.327654434950091e-05, 9.625742677599192e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5764.hdf5
1,1,"[1.2500317097874358e-05, 0.9999620914459229, 2.5360441213706508e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1323.hdf5
0,0,"[0.7947471737861633, 0.1352117359638214, 0.07004104554653168]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3184.hdf5
2,2,"[0.0008710797410458326, 0.09052364528179169, 0.9086053371429443]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/170.hdf5
1,1,"[0.015550765208899975, 0.9844324588775635, 1.6796611816971563e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1185.hdf5
2,2,"[0.0021850501652806997, 0.3622188866138458, 0.6355961561203003]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/159.hdf5
0,0,"[0.9988347887992859, 0.0008909293683245778, 0.00027438305551186204]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3070.hdf5
2,2,"[0.0006085935747250915, 0.006269730161875486, 0.9931215643882751]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/700.hdf5
1,1,"[1.2775481991411652e-05, 0.9999731779098511, 1.4029275916982442e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1747.hdf5
0,0,"[0.9987218976020813, 2.8569140340550803e-05, 0.001249461667612195]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3557.hdf5
0,0,"[0.9999287128448486, 6.986673542996868e-05, 1.3862272680853494e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3534.hdf5
1,1,"[0.016590839251875877, 0.9834069609642029, 2.2447311494033784e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2675.hdf5
1,1,"[2.6630152660800377e-06, 0.9999966621398926, 7.291242809515097e-07]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2163.hdf5
1,1,"[3.289205551482155e-06, 0.9999428987503052, 5.375870023272e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1877.hdf5
1,1,"[1.0129926522495225e-05, 0.999988317489624, 1.530859776721627e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1190.hdf5
0,0,"[0.9853543043136597, 0.003124068258330226, 0.011521671898663044]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3879.hdf5
2,2,"[0.02672678604722023, 4.32291672041174e-05, 0.9732298851013184]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/985.hdf5
1,1,"[0.022813670337200165, 0.9769428968429565, 0.00024347467115148902]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2358.hdf5
1,1,"[4.130802699364722e-05, 0.9999581575393677, 5.835356660099933e-07]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1761.hdf5
2,0,"[0.84785395860672, 0.0021782040130347013, 0.14996781945228577]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/785.hdf5
1,1,"[6.234955799300224e-05, 0.9999357461929321, 1.935344471348799e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2262.hdf5
0,0,"[0.9999042749404907, 7.109008583938703e-05, 2.4714785467949696e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3831.hdf5
0,0,"[0.9971804618835449, 0.002794336760416627, 2.5160305085591972e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3082.hdf5
1,1,"[4.290041761123575e-05, 0.9998600482940674, 9.69743705354631e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1603.hdf5
1,1,"[3.1527025612376747e-07, 0.9999977350234985, 1.9998185507574817e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1931.hdf5
0,0,"[0.894934356212616, 0.1045626848936081, 0.0005029717576690018]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3055.hdf5
0,0,"[0.9980272650718689, 3.439734427956864e-05, 0.001938340370543301]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5656.hdf5
0,0,"[0.9881483912467957, 0.00034272210905328393, 0.011508983559906483]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4214.hdf5
0,0,"[0.9955884218215942, 8.584013994550332e-05, 0.004325739573687315]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5562.hdf5
2,2,"[0.23624533414840698, 0.00012887529737781733, 0.7636258006095886]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1127.hdf5
2,2,"[0.14404714107513428, 0.2082793116569519, 0.647673487663269]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/5382.hdf5
2,2,"[0.010394377633929253, 2.8126078177592717e-05, 0.9895775318145752]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1026.hdf5
2,2,"[0.025036970153450966, 0.3729836344718933, 0.6019793748855591]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/550.hdf5
0,0,"[0.9824009537696838, 0.0017730370163917542, 0.015825960785150528]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4089.hdf5
1,1,"[6.58254862173635e-07, 0.999987006187439, 1.2388618415570818e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1705.hdf5
0,0,"[0.9818958044052124, 0.0014673485420644283, 0.01663685031235218]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4135.hdf5
1,1,"[2.1805233245686395e-06, 0.9999964237213135, 1.44461489526293e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1626.hdf5
0,0,"[0.7732797265052795, 0.00020962546113878489, 0.22651070356369019]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3203.hdf5
0,0,"[0.6543710231781006, 0.0016173479380086064, 0.3440116047859192]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3727.hdf5
0,0,"[0.9990271329879761, 2.848291114787571e-05, 0.0009444162715226412]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3172.hdf5
0,0,"[0.9994841814041138, 0.00010161865066038445, 0.0004141450917813927]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5595.hdf5
0,0,"[0.995995283126831, 0.00397303095087409, 3.169275805703364e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4259.hdf5
0,0,"[0.6134873032569885, 0.0010441190097481012, 0.3854685127735138]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4069.hdf5
2,2,"[0.07003115862607956, 0.0009810797637328506, 0.9289877414703369]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/5358.hdf5
1,1,"[2.1959142031846568e-05, 0.9999779462814331, 7.665373402687692e-08]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1535.hdf5
0,0,"[0.9998270869255066, 6.623260560445487e-05, 0.0001066269978764467]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3548.hdf5
2,2,"[0.08980732411146164, 0.00012963598419446498, 0.9100630283355713]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/788.hdf5
0,0,"[0.9902907013893127, 0.00943713542073965, 0.0002721514320001006]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3452.hdf5
0,0,"[0.9310099482536316, 0.0014164356980472803, 0.06757364422082901]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3214.hdf5
2,2,"[0.0023273893166333437, 0.05134689062833786, 0.9463257193565369]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/577.hdf5
0,0,"[0.9584752321243286, 0.030424676835536957, 0.011100050993263721]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4114.hdf5
2,2,"[0.005966126453131437, 1.0298105735273566e-05, 0.9940236210823059]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1106.hdf5
2,2,"[0.17215602099895477, 0.0010838387534022331, 0.8267601132392883]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/5397.hdf5
0,0,"[0.9602181911468506, 0.0021212249994277954, 0.037660688161849976]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3508.hdf5
1,1,"[0.0001495045580668375, 0.9998502731323242, 2.019715026335689e-07]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1179.hdf5
1,1,"[1.8846463717636652e-05, 0.9999804496765137, 7.488369533348305e-07]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1211.hdf5
1,1,"[1.1636747331067454e-05, 0.999988317489624, 7.53864100033752e-08]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2074.hdf5
2,2,"[0.0002035612124018371, 0.0010902571957558393, 0.9987061023712158]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/776.hdf5
1,1,"[4.009801614301978e-06, 0.9999957084655762, 2.741357434388192e-07]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2033.hdf5
2,2,"[0.006131904199719429, 0.04977327585220337, 0.9440947771072388]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/254.hdf5
2,2,"[0.002564770169556141, 0.010599345900118351, 0.9868358373641968]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/405.hdf5
1,1,"[0.01822013035416603, 0.9805944561958313, 0.0011854424374178052]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2706.hdf5
0,0,"[0.9997486472129822, 9.814462828217074e-05, 0.00015315221389755607]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4245.hdf5
0,0,"[0.9951934218406677, 0.00018001385615207255, 0.004626609850674868]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3773.hdf5
0,0,"[0.9851891994476318, 0.0003164521185681224, 0.014494371600449085]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3621.hdf5
0,0,"[0.9458194375038147, 0.001988725969567895, 0.05219181627035141]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3655.hdf5
0,0,"[0.9882118105888367, 0.001448402414098382, 0.010339795611798763]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3637.hdf5
1,1,"[0.0061814323998987675, 0.9934561848640442, 0.00036241067573428154]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/5496.hdf5
2,2,"[0.017010852694511414, 1.6054966181400232e-05, 0.9829730987548828]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1136.hdf5
1,1,"[0.0009975500870496035, 0.9989920258522034, 1.0363524779677391e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1612.hdf5
0,0,"[0.9575132727622986, 0.0010922318324446678, 0.041394442319869995]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3893.hdf5
2,2,"[0.09255412966012955, 5.0046386604662985e-05, 0.9073957800865173]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1017.hdf5
1,1,"[1.0591623322397936e-05, 0.9999877214431763, 1.6631187236271217e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2118.hdf5
2,2,"[0.01984003372490406, 0.2146071493625641, 0.765552818775177]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/619.hdf5
1,1,"[0.003453529207035899, 0.993287980556488, 0.003258535172790289]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2701.hdf5
0,0,"[0.9989176988601685, 0.0010578096844255924, 2.4559547455282882e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3436.hdf5
0,2,"[0.435030460357666, 0.0022365213371813297, 0.562732994556427]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4148.hdf5
1,1,"[1.0880388572331867e-06, 0.9999988079071045, 8.72517489369784e-08]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1294.hdf5
