true,pred,prob,path
2,0,"[0.5549648404121399, 0.0078670559450984, 0.4371681213378906]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/973.hdf5
1,0,"[0.9960947632789612, 0.0005478656967170537, 0.0033573771361261606]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2621.hdf5
0,0,"[0.9810900092124939, 0.018220214173197746, 0.000689797627273947]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4334.hdf5
2,0,"[0.9975447058677673, 0.0010324951726943254, 0.0014227440115064383]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/253.hdf5
1,1,"[6.486692655016668e-06, 0.999825656414032, 0.0001678840781096369]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1989.hdf5
0,0,"[0.7963470816612244, 0.014435971155762672, 0.1892169564962387]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/2968.hdf5
0,0,"[0.9977436065673828, 0.002221162198111415, 3.5189150366932154e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3299.hdf5
0,0,"[0.9570200443267822, 0.007432105951011181, 0.035547856241464615]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5674.hdf5
0,0,"[0.8810591101646423, 0.11500144749879837, 0.003939458634704351]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5749.hdf5
2,0,"[0.9989449381828308, 0.0005668579251505435, 0.0004882224020548165]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/346.hdf5
1,1,"[6.465880142059177e-05, 0.9996144771575928, 0.00032084662234410644]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1234.hdf5
2,0,"[0.9968583583831787, 0.0013012452982366085, 0.0018403587164357305]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/702.hdf5
2,0,"[0.987622082233429, 0.004632961004972458, 0.007745039649307728]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/161.hdf5
0,0,"[0.8930083513259888, 0.0019288711482658982, 0.10506276786327362]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3304.hdf5
0,0,"[0.6217249035835266, 0.0028087322134524584, 0.37546631693840027]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5599.hdf5
1,1,"[0.00010898972686845809, 0.9998828172683716, 8.137159966281615e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1281.hdf5
1,1,"[2.7375148420105688e-05, 0.9930943250656128, 0.006878316402435303]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1910.hdf5
1,1,"[1.1309693945804611e-05, 0.9978083968162537, 0.0021803253330290318]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2179.hdf5
0,2,"[0.39609792828559875, 0.029869891703128815, 0.5740321278572083]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4186.hdf5
1,1,"[0.003071000101044774, 0.9967373013496399, 0.00019174354383721948]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2054.hdf5
2,0,"[0.5414703488349915, 0.008965234272181988, 0.4495643973350525]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1070.hdf5
0,0,"[0.7342883944511414, 0.01556432619690895, 0.25014734268188477]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3135.hdf5
0,0,"[0.700291633605957, 0.010512742213904858, 0.28919559717178345]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3594.hdf5
0,0,"[0.4865153133869171, 0.02876034937798977, 0.48472440242767334]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5547.hdf5
0,0,"[0.6710900664329529, 0.03274160996079445, 0.29616832733154297]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3355.hdf5
2,2,"[0.20440153777599335, 0.0280947033315897, 0.7675037980079651]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/992.hdf5
2,0,"[0.9959408044815063, 0.0027010603807866573, 0.0013582115061581135]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/391.hdf5
0,0,"[0.9661371111869812, 0.026247454807162285, 0.007615420036017895]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4319.hdf5
0,0,"[0.9724428653717041, 0.00213868566788733, 0.02541849948465824]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3916.hdf5
0,0,"[0.9809595346450806, 0.01849391683936119, 0.0005466131842695177]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3038.hdf5
2,0,"[0.9953635931015015, 0.0014304878422990441, 0.003205899614840746]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/592.hdf5
2,0,"[0.9968365430831909, 0.0008884918061085045, 0.0022749402560293674]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/271.hdf5
1,1,"[0.23028990626335144, 0.769710123538971, 3.2333865944943196e-13]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2495.hdf5
1,1,"[5.042603334004525e-06, 0.9993591904640198, 0.0006357691599987447]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1778.hdf5
1,1,"[1.300118128710892e-05, 0.9999455213546753, 4.143830301472917e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2045.hdf5
1,1,"[9.582106031302828e-06, 0.9986546039581299, 0.0013358141295611858]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1842.hdf5
2,2,"[0.14267757534980774, 0.01678939163684845, 0.8405330181121826]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1006.hdf5
1,1,"[6.722542457282543e-05, 0.9967542290687561, 0.003178531304001808]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1176.hdf5
0,0,"[0.6239864230155945, 0.053035248070955276, 0.32297834753990173]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3656.hdf5
0,0,"[0.9721784591674805, 0.027637392282485962, 0.0001841256453189999]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3028.hdf5
1,1,"[4.330795491114259e-05, 0.9982726573944092, 0.0016839843010529876]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2260.hdf5
0,0,"[0.9686338305473328, 0.02839885838329792, 0.002967311069369316]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5764.hdf5
1,1,"[4.6581790229538456e-05, 0.998428225517273, 0.0015251850709319115]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1323.hdf5
0,2,"[0.3946637213230133, 0.04916162043809891, 0.5561746954917908]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3184.hdf5
2,0,"[0.9918369650840759, 0.007023052778095007, 0.0011399490758776665]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/170.hdf5
1,1,"[0.013889227993786335, 0.9853259325027466, 0.0007847581873647869]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1185.hdf5
2,0,"[0.9876933693885803, 0.011982415802776814, 0.0003243083192501217]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/159.hdf5
0,0,"[0.9383593797683716, 0.007550037931650877, 0.054090604186058044]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3070.hdf5
2,0,"[0.9959824085235596, 0.0011556704994291067, 0.0028618902433663607]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/700.hdf5
1,1,"[4.1111714381258935e-05, 0.997634768486023, 0.002324142726138234]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1747.hdf5
0,0,"[0.9657270908355713, 0.0037863636389374733, 0.030486442148685455]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3557.hdf5
0,0,"[0.9981676340103149, 0.0018005173187702894, 3.1772186048328876e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3534.hdf5
1,0,"[0.40595507621765137, 0.1942964494228363, 0.39974847435951233]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2675.hdf5
1,1,"[0.0001927666598930955, 0.9589772820472717, 0.0408298633992672]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2163.hdf5
1,1,"[2.698009484447539e-05, 0.9962565898895264, 0.003716431325301528]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1877.hdf5
1,1,"[1.9951568901888095e-05, 0.9987218976020813, 0.001258172676898539]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1190.hdf5
0,2,"[0.28466349840164185, 0.05636128783226013, 0.6589751839637756]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3879.hdf5
2,2,"[0.3321898877620697, 0.011459866538643837, 0.6563501954078674]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/985.hdf5
1,0,"[0.9944366216659546, 0.005547978915274143, 1.5445488315890543e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2358.hdf5
1,1,"[5.892556146136485e-05, 0.9996274709701538, 0.00031356627005152404]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1761.hdf5
2,0,"[0.4928872585296631, 0.024473579600453377, 0.4826391041278839]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/785.hdf5
1,1,"[3.1442737963516265e-05, 0.99873286485672, 0.0012357080122455955]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2262.hdf5
0,0,"[0.9864363074302673, 0.00452030822634697, 0.00904349610209465]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3831.hdf5
0,0,"[0.996517539024353, 0.001241931109689176, 0.00224061356857419]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3082.hdf5
1,1,"[3.3142448955914006e-05, 0.9961183071136475, 0.003848572261631489]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1603.hdf5
1,1,"[2.4635035060782684e-06, 0.9990116357803345, 0.0009859321871772408]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1931.hdf5
0,0,"[0.5630724430084229, 0.25291937589645386, 0.18400822579860687]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3055.hdf5
0,0,"[0.9806889295578003, 0.013537861406803131, 0.005773254670202732]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5656.hdf5
0,0,"[0.6664685606956482, 0.023013241589069366, 0.31051814556121826]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4214.hdf5
0,0,"[0.9620864987373352, 0.000641753664240241, 0.03727170079946518]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5562.hdf5
2,2,"[0.1111256554722786, 0.25579655170440674, 0.63307785987854]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1127.hdf5
2,2,"[0.38497623801231384, 0.20599433779716492, 0.409029483795166]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/5382.hdf5
2,2,"[0.3269900679588318, 0.007862146012485027, 0.6651477813720703]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1026.hdf5
2,0,"[0.9991115927696228, 0.0007754437974654138, 0.00011289223039057106]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/550.hdf5
0,0,"[0.8969904184341431, 0.01968567818403244, 0.08332394808530807]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4089.hdf5
1,1,"[3.8788525671407115e-06, 0.9984270334243774, 0.0015690713189542294]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1705.hdf5
0,2,"[0.45571085810661316, 0.031504545360803604, 0.5127845406532288]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4135.hdf5
1,1,"[1.0993664545821957e-05, 0.998738706111908, 0.001250363071449101]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1626.hdf5
0,2,"[0.4401785135269165, 0.008129891939461231, 0.5516915917396545]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3203.hdf5
0,2,"[0.41817328333854675, 0.010699428617954254, 0.5711272954940796]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3727.hdf5
0,0,"[0.9577414393424988, 0.016906099393963814, 0.025352485477924347]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3172.hdf5
0,0,"[0.987820565700531, 0.001474282005801797, 0.010705038905143738]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5595.hdf5
0,0,"[0.9883281588554382, 0.01155283022671938, 0.00011902051483048126]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4259.hdf5
0,0,"[0.8000917434692383, 0.023247957229614258, 0.17666029930114746]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4069.hdf5
2,2,"[0.3645480275154114, 0.022079864516854286, 0.6133721470832825]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/5358.hdf5
1,1,"[3.231682057958096e-05, 0.9997255206108093, 0.00024209939874708652]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1535.hdf5
0,0,"[0.9660102725028992, 0.016719883307814598, 0.017269806936383247]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3548.hdf5
2,2,"[0.1633385568857193, 0.011627028696238995, 0.8250343799591064]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/788.hdf5
0,0,"[0.9404345750808716, 0.010606393218040466, 0.04895907640457153]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3452.hdf5
0,2,"[0.2852006256580353, 0.01786654442548752, 0.6969327926635742]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3214.hdf5
2,0,"[0.9956472516059875, 0.001614428823813796, 0.0027382755652070045]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/577.hdf5
0,0,"[0.6207400560379028, 0.2091684192419052, 0.17009152472019196]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4114.hdf5
2,2,"[0.1993011236190796, 0.012551534920930862, 0.7881473302841187]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1106.hdf5
2,2,"[0.17469556629657745, 0.018476491793990135, 0.8068279027938843]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/5397.hdf5
0,0,"[0.8053385615348816, 0.006272467318922281, 0.1883889138698578]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3508.hdf5
1,1,"[0.00016193988267332315, 0.999225378036499, 0.0006126427906565368]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1179.hdf5
1,1,"[7.290794019354507e-05, 0.9998014569282532, 0.00012562917254399508]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1211.hdf5
1,1,"[9.291175229009241e-05, 0.999861478805542, 4.557799911708571e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2074.hdf5
2,0,"[0.9901048541069031, 0.002422657795250416, 0.007472505792975426]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/776.hdf5
1,1,"[3.55963347828947e-05, 0.9974428415298462, 0.0025216008070856333]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2033.hdf5
2,0,"[0.999237060546875, 0.0005284111248329282, 0.0002345092798350379]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/254.hdf5
2,0,"[0.997982382774353, 0.00094143784372136, 0.001076152897439897]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/405.hdf5
1,1,"[0.158182293176651, 0.46315133571624756, 0.37866637110710144]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2706.hdf5
0,0,"[0.9963986873626709, 0.001164150657132268, 0.002437114017084241]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4245.hdf5
0,0,"[0.6027792692184448, 0.016661932691931725, 0.3805587589740753]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3773.hdf5
0,0,"[0.94046550989151, 0.03507066145539284, 0.02446392923593521]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3621.hdf5
0,0,"[0.7411132454872131, 0.012515455484390259, 0.24637125432491302]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3655.hdf5
0,0,"[0.49122780561447144, 0.03723842278122902, 0.47153371572494507]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3637.hdf5
1,2,"[0.1284250020980835, 0.3562711179256439, 0.5153038501739502]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/5496.hdf5
2,2,"[0.2940787076950073, 0.008197937160730362, 0.6977234482765198]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1136.hdf5
1,1,"[0.00038008144474588335, 0.999570906162262, 4.895050733466633e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1612.hdf5
0,2,"[0.4764845669269562, 0.029042018577456474, 0.4944734275341034]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3893.hdf5
2,2,"[0.29851073026657104, 0.003990999422967434, 0.6974982023239136]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1017.hdf5
1,1,"[0.0003469801740720868, 0.9541992545127869, 0.045453738421201706]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2118.hdf5
2,0,"[0.9989320635795593, 0.0007147836149670184, 0.0003531662514433265]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/619.hdf5
1,2,"[0.1490408182144165, 0.26092982292175293, 0.5900293588638306]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2701.hdf5
0,0,"[0.9284966588020325, 0.04339031130075455, 0.028112944215536118]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3436.hdf5
0,2,"[0.4074800908565521, 0.01064655277878046, 0.58187335729599]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4148.hdf5
1,1,"[5.587176474364242e-06, 0.9997168183326721, 0.00027758022770285606]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1294.hdf5
2,2,"[0.22539213299751282, 0.017087826505303383, 0.7575200200080872]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/5432.hdf5
0,0,"[0.9847096800804138, 0.01459079422056675, 0.0006994596333242953]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3841.hdf5
