true,pred,prob,path
1,1,"[0.03974425420165062, 0.9601771831512451, 7.856829324737191e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2635.hdf5
0,0,"[0.9707955121994019, 0.0005188954528421164, 0.02868560515344143]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3176.hdf5
1,1,"[0.0003057923458982259, 0.9996942281723022, 2.0577594739279448e-08]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1421.hdf5
2,2,"[0.0020029693841934204, 8.317343599628657e-05, 0.9979138970375061]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/999.hdf5
1,1,"[0.009766706265509129, 0.9902305006980896, 2.7531459636520594e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2316.hdf5
0,0,"[0.9991299510002136, 0.00018068039207719266, 0.0006893502431921661]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4018.hdf5
1,1,"[0.000580162217374891, 0.9994193315505981, 5.856122129443975e-07]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2279.hdf5
0,0,"[0.5735346674919128, 0.0008191700326278806, 0.42564621567726135]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/2994.hdf5
0,0,"[0.9398155212402344, 1.532536407466978e-05, 0.060169123113155365]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4116.hdf5
0,0,"[0.9999960660934448, 3.368131046954659e-06, 5.925378445681417e-07]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4303.hdf5
0,0,"[0.9999736547470093, 3.4225042782054516e-06, 2.292867429787293e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4042.hdf5
0,0,"[0.9819870591163635, 0.017745649442076683, 0.0002673077106010169]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3447.hdf5
2,2,"[0.007409977726638317, 2.5312700017821044e-05, 0.9925646781921387]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1113.hdf5
1,1,"[0.010226226411759853, 0.9896217584609985, 0.00015195782179944217]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1404.hdf5
0,0,"[0.9775326251983643, 0.022387051954865456, 8.034830534597859e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3463.hdf5
0,0,"[0.9999915361404419, 7.508451290050289e-06, 8.95274126833101e-07]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4284.hdf5
1,1,"[3.697432475746609e-05, 0.9999630451202393, 2.7264677626703815e-08]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2034.hdf5
1,1,"[0.3522142767906189, 0.5415502190589905, 0.10623548924922943]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/5467.hdf5
0,0,"[0.9419391751289368, 0.00016176507051568478, 0.05789900943636894]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3713.hdf5
0,0,"[0.9990057349205017, 0.00016595709894318134, 0.0008282943745143712]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4036.hdf5
1,1,"[0.0004260288260411471, 0.9995723366737366, 1.683172968114377e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1434.hdf5
1,1,"[0.30184027552604675, 0.6981558203697205, 3.937631845474243e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2256.hdf5
2,2,"[0.2815585732460022, 0.0006237191264517605, 0.7178177237510681]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/991.hdf5
2,2,"[0.009553703479468822, 0.0006523833144456148, 0.9897938966751099]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/984.hdf5
0,0,"[0.9997573494911194, 0.00013913254952058196, 0.00010352121171308681]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3605.hdf5
2,0,"[0.8462302088737488, 0.0008276314474642277, 0.15294216573238373]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/954.hdf5
1,1,"[4.694625022239052e-05, 0.9999520778656006, 1.0112596555700293e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1713.hdf5
0,0,"[0.9886924028396606, 4.3742395064327866e-05, 0.011263923719525337]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3042.hdf5
2,2,"[0.23359118402004242, 0.00020282396872062236, 0.7662060260772705]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/973.hdf5
1,2,"[0.001888664672151208, 0.06364257633686066, 0.9344688057899475]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2621.hdf5
0,0,"[0.9999924898147583, 6.777598173357546e-06, 7.682438081246801e-07]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4334.hdf5
2,2,"[0.0006630635471083224, 0.030055103823542595, 0.9692818522453308]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/253.hdf5
1,1,"[0.0001790226378943771, 0.9998055100440979, 1.547757346997969e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1989.hdf5
0,0,"[0.5616245269775391, 0.0018760242965072393, 0.43649938702583313]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/2968.hdf5
0,0,"[0.9998047947883606, 0.00019372608221601695, 1.531434349999472e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3299.hdf5
0,0,"[0.9985156655311584, 0.0013160296948626637, 0.000168273487361148]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5674.hdf5
0,0,"[0.998027503490448, 0.0019467134261503816, 2.582704837550409e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5749.hdf5
2,2,"[0.0003890800289809704, 0.02065419778227806, 0.9789567589759827]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/346.hdf5
1,1,"[0.02567756362259388, 0.9742648005485535, 5.7622892200015485e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1234.hdf5
2,2,"[0.0006604617228731513, 0.02379916049540043, 0.9755404591560364]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/702.hdf5
2,2,"[0.002141928533092141, 0.1361149549484253, 0.8617430925369263]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/161.hdf5
0,0,"[0.956549346446991, 4.230847844155505e-05, 0.04340837523341179]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3304.hdf5
0,0,"[0.8366662859916687, 0.0006599961197935045, 0.1626737117767334]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5599.hdf5
1,1,"[0.00138885248452425, 0.9986110925674438, 3.9169634646896156e-08]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1281.hdf5
1,1,"[0.0027116809505969286, 0.9972878694534302, 5.097529083286645e-07]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1910.hdf5
1,1,"[0.0011030328460037708, 0.9987431168556213, 0.00015387510939035565]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2179.hdf5
0,0,"[0.9939218759536743, 0.00047599076060578227, 0.005602237302809954]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4186.hdf5
1,1,"[0.025393184274435043, 0.9746060967445374, 7.870898457440489e-07]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2054.hdf5
2,0,"[0.8389037251472473, 0.00043258635560050607, 0.1606636494398117]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1070.hdf5
0,0,"[0.9997391104698181, 2.8309326808084734e-05, 0.00023250147933140397]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3135.hdf5
0,0,"[0.9677472114562988, 0.00033213288406841457, 0.03192070126533508]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3594.hdf5
0,0,"[0.9999065399169922, 7.087065750965849e-05, 2.2514796000905335e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5547.hdf5
0,0,"[0.996576726436615, 0.003152879187837243, 0.0002703623322304338]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3355.hdf5
2,2,"[0.07458335161209106, 0.005851486697793007, 0.9195652604103088]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/992.hdf5
2,2,"[0.0008711944683454931, 0.04516657814383507, 0.9539622664451599]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/391.hdf5
0,0,"[0.9999868869781494, 1.0748870408860967e-05, 2.426900437058066e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4319.hdf5
0,0,"[0.9999127388000488, 2.615485755086411e-06, 8.460224489681423e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3916.hdf5
0,0,"[0.9995900988578796, 0.00040656881174072623, 3.3615019674471114e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3038.hdf5
2,2,"[0.00048817426431924105, 0.019839957356452942, 0.9796718955039978]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/592.hdf5
2,2,"[0.010521992109715939, 0.2993031442165375, 0.6901748180389404]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/271.hdf5
1,1,"[0.4699822664260864, 0.5300177335739136, 1.149847772552448e-09]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2495.hdf5
1,1,"[0.00023461355885956436, 0.9997652173042297, 1.6402304936491419e-07]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1778.hdf5
1,1,"[6.152550486149266e-05, 0.9999384880065918, 2.9859474892646176e-08]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2045.hdf5
1,1,"[0.00013875149306841195, 0.9998471736907959, 1.4099693544267211e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1842.hdf5
2,2,"[0.009041721001267433, 0.00018687093688640743, 0.9907714128494263]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1006.hdf5
1,1,"[0.011257707141339779, 0.9886953234672546, 4.69402912131045e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1176.hdf5
0,0,"[0.990526556968689, 0.00015977803559508175, 0.00931364856660366]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3656.hdf5
0,0,"[0.7758598923683167, 0.21935121715068817, 0.004788885824382305]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3028.hdf5
1,1,"[0.013286886736750603, 0.9866926074028015, 2.0467421563807875e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2260.hdf5
0,0,"[0.9999980926513672, 1.9431617204190843e-07, 1.6935771327553084e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5764.hdf5
1,1,"[0.007093591615557671, 0.9901700615882874, 0.002736377762630582]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1323.hdf5
0,0,"[0.9838686585426331, 0.01186775416135788, 0.004263579845428467]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3184.hdf5
2,2,"[0.0031675000209361315, 0.32953765988349915, 0.6672948002815247]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/170.hdf5
1,1,"[0.05384504795074463, 0.9461548328399658, 8.673452356333655e-08]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1185.hdf5
2,1,"[0.012927846051752567, 0.9535642862319946, 0.03350785747170448]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/159.hdf5
0,0,"[0.9991514682769775, 0.0006360784755088389, 0.0002125157625414431]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3070.hdf5
2,2,"[0.0003913510008715093, 0.01679924502968788, 0.9828094840049744]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/700.hdf5
1,1,"[0.005712754093110561, 0.9940404295921326, 0.000246821204200387]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1747.hdf5
0,0,"[0.9991282820701599, 2.0780556951649487e-05, 0.0008510386105626822]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3557.hdf5
0,0,"[0.999014139175415, 0.0009595570736564696, 2.630168091855012e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3534.hdf5
1,1,"[0.012007879093289375, 0.9877619743347168, 0.00023014540784060955]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2675.hdf5
1,1,"[0.000207021992537193, 0.99979168176651, 1.3231992852524854e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2163.hdf5
1,1,"[0.07319308817386627, 0.9253236651420593, 0.0014832121087238193]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1877.hdf5
1,1,"[0.0009721245733089745, 0.9990248680114746, 3.0428734589804662e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1190.hdf5
0,0,"[0.998336136341095, 0.00024493629462085664, 0.0014189215144142509]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3879.hdf5
2,2,"[0.015239092521369457, 7.1057649620343e-05, 0.9846899509429932]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/985.hdf5
1,1,"[0.1671544909477234, 0.8328452706336975, 2.9174728410907846e-07]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2358.hdf5
1,1,"[0.0003828156623058021, 0.9996159076690674, 1.2191611631351407e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1761.hdf5
2,0,"[0.9920690059661865, 5.423639959190041e-05, 0.007876699790358543]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/785.hdf5
1,1,"[0.002418852411210537, 0.997570812702179, 1.0339330401620828e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2262.hdf5
0,0,"[0.9999889135360718, 9.038949428941123e-06, 2.0375134681671625e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3831.hdf5
0,0,"[0.9999768733978271, 6.154702077765251e-06, 1.6935808162088506e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3082.hdf5
1,1,"[0.02552914060652256, 0.9738831520080566, 0.0005876807263121009]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1603.hdf5
1,1,"[1.4089951946516521e-05, 0.9999858140945435, 5.457651042206635e-08]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1931.hdf5
0,0,"[0.9916442036628723, 0.008091109804809093, 0.00026473391335457563]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3055.hdf5
0,0,"[0.9971875548362732, 0.0008395795011892915, 0.001972852973267436]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5656.hdf5
0,0,"[0.9997155070304871, 3.804452353506349e-05, 0.000246403127675876]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4214.hdf5
0,0,"[0.9991384744644165, 0.0003958203596994281, 0.00046565814409404993]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5562.hdf5
2,2,"[0.39000627398490906, 6.211172876646742e-05, 0.6099316477775574]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1127.hdf5
2,2,"[0.2767467796802521, 0.02413598820567131, 0.6991172432899475]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/5382.hdf5
2,2,"[0.015304182656109333, 2.0321320334915072e-05, 0.9846754670143127]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1026.hdf5
2,2,"[0.006461646873503923, 0.3454332649707794, 0.6481050848960876]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/550.hdf5
0,0,"[0.9992000460624695, 0.0005854589981026947, 0.00021452656073961407]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4089.hdf5
1,1,"[0.0001504380052210763, 0.9998470544815063, 2.5047966119018383e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1705.hdf5
0,0,"[0.7632318735122681, 0.00016952038276940584, 0.23659862577915192]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4135.hdf5
1,1,"[6.197749462444335e-05, 0.9999279975891113, 1.0064291018352378e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1626.hdf5
0,0,"[0.9844093918800354, 0.0004402351041790098, 0.015150397084653378]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3203.hdf5
0,0,"[0.6068230271339417, 7.526846457039937e-05, 0.3931017518043518]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3727.hdf5
0,0,"[0.9995416402816772, 3.923563053831458e-05, 0.00041921561933122575]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3172.hdf5
0,0,"[0.9997158646583557, 0.0001868691178970039, 9.72785273916088e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/5595.hdf5
0,0,"[0.9979204535484314, 0.00207829219289124, 1.3611922895506723e-06]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4259.hdf5
0,0,"[0.985253632068634, 0.00044336472637951374, 0.014303051866590977]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4069.hdf5
2,2,"[0.028779353946447372, 0.000530936464201659, 0.9706897735595703]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/5358.hdf5
1,1,"[0.00014301048940978944, 0.9998568296432495, 1.5175919543253258e-07]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1535.hdf5
0,0,"[0.999553382396698, 4.088137575308792e-05, 0.0004057583282701671]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3548.hdf5
2,2,"[0.025862010195851326, 8.891135621524882e-06, 0.9741290211677551]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/788.hdf5
0,0,"[0.9891045093536377, 0.008246684446930885, 0.0026489009615033865]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3452.hdf5
0,0,"[0.9995608925819397, 9.204162051901221e-05, 0.0003471109375823289]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3214.hdf5
2,2,"[0.0016457302263006568, 0.07511496543884277, 0.9232393503189087]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/577.hdf5
0,0,"[0.9963803887367249, 0.002222181996330619, 0.0013974106404930353]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4114.hdf5
2,2,"[0.01614810898900032, 1.679456909187138e-05, 0.9838351011276245]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1106.hdf5
2,2,"[0.0037271599285304546, 0.00022469354735221714, 0.9960481524467468]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/5397.hdf5
0,0,"[0.9965969920158386, 0.0016742616426199675, 0.0017286617076024413]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3508.hdf5
1,1,"[0.0023998685646802187, 0.9975646734237671, 3.541764817782678e-05]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1179.hdf5
1,1,"[0.005315200891345739, 0.9946841597557068, 7.087450626386271e-07]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1211.hdf5
1,1,"[0.001777762663550675, 0.9982221722602844, 8.421918273882056e-09]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2074.hdf5
2,2,"[0.00014931698387954384, 0.005781479645520449, 0.9940692186355591]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/776.hdf5
1,1,"[0.010499834083020687, 0.9885162115097046, 0.0009839755948632956]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2033.hdf5
2,2,"[0.0007234756485559046, 0.0371609628200531, 0.9621155858039856]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/254.hdf5
2,2,"[0.0007794478442519903, 0.018842414021492004, 0.9803782105445862]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/405.hdf5
1,1,"[0.13853757083415985, 0.8458976745605469, 0.015564792789518833]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2706.hdf5
0,0,"[0.9994805455207825, 0.0002261584741063416, 0.000293327757390216]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4245.hdf5
0,0,"[0.9969507455825806, 0.00011324900697218254, 0.0029360023327171803]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3773.hdf5
0,0,"[0.921134889125824, 0.02067379653453827, 0.0581912025809288]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3621.hdf5
0,0,"[0.9928091764450073, 0.00030624447390437126, 0.006884576752781868]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3655.hdf5
0,0,"[0.9923060536384583, 0.004638526123017073, 0.0030554872937500477]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3637.hdf5
1,1,"[0.22315682470798492, 0.7445104718208313, 0.03233270347118378]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/5496.hdf5
2,2,"[0.005599144846200943, 8.337407052749768e-05, 0.9943175911903381]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1136.hdf5
1,1,"[0.014172667637467384, 0.9858270287513733, 3.4718792107923946e-07]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1612.hdf5
0,0,"[0.9803127646446228, 0.00021047772315796465, 0.01947673410177231]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3893.hdf5
2,2,"[0.009974866174161434, 2.15592826862121e-05, 0.9900035262107849]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/1017.hdf5
1,1,"[0.0004500263021327555, 0.9991305470466614, 0.0004194866633042693]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2118.hdf5
2,2,"[0.007565553765743971, 0.3646849989891052, 0.627749502658844]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/Normal/619.hdf5
1,2,"[0.01603839173913002, 0.4162982106208801, 0.5676634311676025]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/2701.hdf5
0,0,"[0.9979111552238464, 0.0019431961700320244, 0.00014558204566128552]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/3436.hdf5
0,0,"[0.9841095805168152, 3.484314220258966e-05, 0.01585554890334606]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/CP/4148.hdf5
1,1,"[4.672395880334079e-05, 0.9999531507492065, 1.629632890853827e-07]",/staff/shijun/torch_projects/COVID-19_CLS/dataset/npy_data/NCP/1294.hdf5
